3.1164383562,1.088301705,0.0736318824,0.6792221526,27.0719962925,0.0899,0.137674138,0.859624706,22864000,104.4,0
0.6829964635,0.9680506585,0.0769475595,0.6904966652,25.809049191,0.0899,0.121053112,0.6632056445,57260395.5,86.7,1
0.7970757372,0.9576275461,0.0737467851,0.7953597435,22.4411270579,0.0899,0.116435325,0.8294548891,32930710.227,86.5,1
0.7468430523,1.0049007699,0.0742721572,0.645527123,30.2060069114,0.0899,0.096276055,0.8443302003,81388837,96.4,1
0.7687951314,0.9011040736,0.071706532,0.7189355187,36.0947627488,0.0899,0.09860249,0.7637538796,1178044366,114.8,0.6058288691
0.6074942884,0.8413933842,0.072614405,0.6179454625,36.4376308246,0.0899,0.103375478,0.7715293095,81460313,103.2,0.0457620019
0.8990363166,0.985277675,0.0735905523,0.4798637678,41.2083617888,0.0899,0.096162114,0.7361357884,75491736.4,108,0.5480373134
0.7296839729,1,0.065,1.0549400864,25.778276879,0.0899,0.045776778,0.67,8098864,115,0
0.7713255503,0.9967540999,0.07,0.84573109,22.5695366043,0.0899,0.102526084,0.6561604921,11477107.542,100.1,1
0.9181944794,0.9276672521,0.0719232768,0.8139774866,24.1205415959,0.0899,0.080212617,0.770036681,200476693.9,99.9,0.9909088714
0.6529702106,1.0001610446,0.0725718688,0.7642228527,39.1916021562,0.0899,0.096044615,0.6938773687,124039970.99,92.5,0.9647585294
0.7514725156,0.957728,0.07,0.552,23.24869,0.0899,0.101458865,0.81768,31396400,118.5,1
0.7243880326,0.9878676347,0.0703648703,0.835279064,21.2722109199,0.0899,0.116250855,0.7170201839,43131188.718,89.8,0.9242067771
0.6637058288,0.9942890909,0.07,0.916,20.50441,0.0899,0.110979271,0.723,18672900,93,1
0.8596428646,0.7553547309,0.0696430825,0.4667417997,44.2950095789,0.0899,0.095215699,0.7097057133,352978258,98.5,0.3719757719
0.7614651112,1.0095630921,0.0675,0.6200619496,17.1678396674,0.0899,0.099153199,0.702,36945650,89.8,1
0.6718628265,0.816476949,0.0773802749,0.694933744,18.3198051012,0.0899,0.121178721,0.7791589391,30563839.69,90,1
0.9068444919,0.8813731978,0.0643905834,0.4555030837,30.5964140726,0.0899,0.108018334,0.6660574221,72989632.8,87.9,0.5249090772
0.9920347826,0.9970729093,0.0742117751,0.687236516,27.5586071188,0.0899,0.10855153,0.7700296562,65224346.44,90.1,0.0328618523
0.7215711977,0.9286800836,0.0722816364,0.5768044526,38.1176827298,0.0899,0.083074456,0.7740633219,108281760,107.9,0
0.8785408492,0.8933930466,0.0738553496,0.7440871635,23.4885939456,0.0899,0.092728454,0.7949915852,80815504,109.4,1
0.8914488345,1.003795446,0.06875,0.8322753743,22.0447347593,0.0899,0.102027996,0.835,17806042.5,98.4,0
1.5300688935,0.9427152553,0.0689704342,0.6220445961,24.9740403152,0.0899,0.096124825,0.7898584624,126425441.3,93,0.9683628884
0.7562606426,0.8143407067,0.075,0.8057094387,25.4636672542,0.0899,0.100366068,0.76714275,83995932,97.5,1
0.8297307094,1.1289726275,0.0738610197,0.8036500758,33.8541461259,0.0899,0.10091815,0.7415903526,84549405.7,89.5,0.432594143
0.7158531971,1.0435668182,0.0775,0.609,27.926919,0.0899,0.137842488,0.7013,46006860,85.7,1
0.8250386205,0.8904751684,0.0758461577,0.7165924457,21.8510548314,0.0899,0.111154839,0.6938666132,14105594,94.6,1
0.6770330205,0.9985870627,0.0700305493,0.8731659542,22.5926565482,0.0899,0.111210981,0.6186616983,112013457,91.3,1
0.6061864407,0.7566393655,0.0774645469,0.6952165217,22.1597254551,0.0899,0.11668171,0.7523442989,8381626.27,90.1,1
0.6311869931,1.0310766666,0.0751999239,0.8265792283,29.5956885108,0.0899,0.110912255,0.7095877627,17592100.29,89.6,1
0.7955755257,1,0.0724397171,0.6082411315,19.3767287994,0.0899,0.092911387,0.7569758868,15385149.44,105.8,1
0.7466681534,0.5275094141,0.0737336374,0.5144463305,33.2154090366,0.0899,0.098019165,0.7305892657,169828947.25,112.9,1
0.8382552629,0.8859469657,0.0725,0.664705167,28.288101845,0.0899,0.14541677,0.6844453076,43450570,93.3,1
0.6417323917,0.9623555576,0.075,0.7525706441,41.6894051537,0.0899,0.077621078,0.744,57920216,97.6,0
0.801884776,0.9996511126,0.0694343297,0.8648173597,25.830390862,0.0899,0.103475845,0.7057419781,578027023,115.8,1
0.754076788,0.9842723353,0.0739251113,0.7660799981,37.4656407625,0.0899,0.098872988,0.7213983124,253740743,88.9,0
0.8157193703,1.0785819664,0.0737022753,0.8108089584,23.9895666508,0.0899,0.12485709,0.6652014392,40962337.5,89,0.9049847558
0.8423312571,0.9615909091,0.072,0.749,31.738905,0.0899,0.09931361,0.79872,86574704,99.5,1
1.0507289609,0.7630968911,0.0723183847,0.5695702805,25.1473905793,0.0899,0.083346551,0.7136273145,169955165,97.9,1
0.8856916951,0.999231369,0.07,0.5473357461,33.9783271837,0.0899,0.085692069,0.7194822873,15422002.5,98.6,0.8966641329
0.7176832079,1.0001382055,0.0724974185,0.5553750856,22.5770418072,0.0899,0.117499436,0.7820830725,58236358.859,90.4,1
0.7076074815,1.0618136473,0.0653098638,1.0005739373,23.1251724243,0.0899,0.109949381,0.6023507966,12963953.5,88.2,1
0.8250221418,1.0027472732,0.0724970487,0.9733153507,16.6839237773,0.0899,0.093808579,0.7051678777,55068328.288,90.4,1
0.5448722701,0.8944224993,0.0728819818,0.7756694624,25.3742095799,0.0899,0.099362033,0.8144636617,354137927.8,97,0.3747269507
1.1167664671,1,0.0695,0.8717969597,26.0172982868,0.0899,0.10199936,0.775,34837514,97,1
0.6183440687,0.8251061842,0.0679955559,0.7663761127,23.1494438655,0.0899,0.10458519,0.8099227816,110040178.9,102.1,0.9838203062
0.7808030393,1.0966740157,0.0749627132,0.6420771432,18.7873604369,0.0899,0.107448197,0.6533581558,7459777.99,102.5,1
0.3269983231,0.9491175289,0.0748661032,0.9531464617,23.0504887996,0.0899,0.11336715,0.7807773017,82360100,106.4,1
0.8711724118,1.0056439221,0.0703862182,0.9835030206,26.0288739159,0.0899,0.105810171,0.643312561,115450192.3,92.4,1
0.9312525997,1.075637864,0.0746992365,0.794558784,22.6136148788,0.0899,0.13762115,0.8650067814,18373096.53,87,1
0.8166221667,0.82158725,0.07,0.7316,21.471424,0.0899,0.154935095,0.79406,10196046,95.2,1
